Antecedent,Consequent,Support,Confidence,Lift,Rule_Type
"{salty snack, yogurt}",{UHT-milk},0.0001,0.0909,4.5806,Normal
"{coffee, root vegetables}",{salty snack},0.0001,0.0909,4.5517,Normal
"{oil, soda}",{salty snack},0.0001,0.0909,4.5517,Normal
"{butter, newspapers}",{long life bakery product},0.0001,0.0909,4.3862,Normal
"{dessert, rolls/buns}",{long life bakery product},0.0001,0.0909,4.3862,Normal
"{frozen meals, whole milk}",{long life bakery product},0.0001,0.0909,4.3862,Normal
"{soda, specialty chocolate}",{long life bakery product},0.0001,0.0909,4.3862,Normal
"{citrus fruit, yogurt}",{beef},0.0001,0.0909,4.1356,Normal
"{curd, pastry}",{beef},0.0001,0.0909,4.1356,Normal
"{frozen meals, whole milk}",{beef},0.0001,0.0909,4.1356,Normal
"{pork, yogurt}",{beef},0.0001,0.0909,4.1356,Normal
"{coffee, root vegetables}",{sausage},0.0001,0.0909,3.9548,Normal
"{dessert, rolls/buns}",{sausage},0.0001,0.0909,3.9548,Normal
"{soda, specialty chocolate}",{chocolate},0.0001,0.0909,3.8091,Normal
"{bottled beer, frozen vegetables}",{cream cheese },0.0001,0.0909,3.7499,Normal
"{pip fruit, shopping bags}",{cream cheese },0.0001,0.0909,3.7499,Normal
"{pork, yogurt}",{cream cheese },0.0001,0.0909,3.7499,Normal
"{pastry, whole milk}",{napkins},0.0004,0.0909,3.5828,Normal
"{pip fruit, shopping bags}",{napkins},0.0001,0.0909,3.5828,Normal
"{pork, yogurt}",{napkins},0.0001,0.0909,3.5828,Normal
"{salty snack, yogurt}",{napkins},0.0001,0.0909,3.5828,Normal
"{soda, specialty chocolate}",{napkins},0.0001,0.0909,3.5828,Normal
"{berries, whole milk}",{white bread},0.0001,0.0909,3.4138,Normal
"{pork, yogurt}",{white bread},0.0001,0.0909,3.4138,Normal
"{salty snack, yogurt}",{white bread},0.0001,0.0909,3.4138,Normal
"{soda, specialty chocolate}",{white bread},0.0001,0.0909,3.4138,Normal
"{beef, whole milk}",{frozen vegetables},0.0001,0.0909,3.3819,Normal
"{curd, rolls/buns}",{frozen vegetables},0.0001,0.0909,3.3819,Normal
"{frozen meals, whole milk}",{frozen vegetables},0.0001,0.0909,3.3819,Normal
"{pip fruit, root vegetables}",{frozen vegetables},0.0001,0.0909,3.3819,Normal
"{pip fruit, root vegetables}",{curd},0.0001,0.0909,3.133,Normal
"{sausage, yogurt}",{curd},0.0001,0.0909,3.133,Normal
"{dessert, rolls/buns}",{coffee},0.0001,0.0909,3.0666,Normal
"{pip fruit, root vegetables}",{coffee},0.0001,0.0909,3.0666,Normal
"{salty snack, soda}",{coffee},0.0001,0.0909,3.0666,Normal
"{domestic eggs, shopping bags}",{canned beer},0.0001,0.0909,2.7414,Normal
"{fruit/vegetable juice, tropical fruit}",{canned beer},0.0001,0.0909,2.7414,Normal
"{other vegetables, salty snack}",{canned beer},0.0001,0.0909,2.7414,Normal
"{rolls/buns, tropical fruit}",{canned beer},0.0003,0.0909,2.7414,Normal
"{domestic eggs, shopping bags}",{citrus fruit},0.0001,0.0909,2.6904,Normal
"{beef, rolls/buns}",{butter},0.0001,0.0909,2.6608,Normal
"{chocolate, yogurt}",{butter},0.0001,0.0909,2.6608,Normal
"{frozen meals, whole milk}",{butter},0.0001,0.0909,2.6608,Normal
"{oil, soda}",{butter},0.0001,0.0909,2.6608,Normal
{bathroom cleaner},{margarine},0.0001,0.0909,2.5042,Normal
"{berries, whole milk}",{margarine},0.0001,0.0909,2.5042,Normal
"{domestic eggs, shopping bags}",{margarine},0.0001,0.0909,2.5042,Normal
"{other vegetables, salty snack}",{margarine},0.0001,0.0909,2.5042,Normal
"{pip fruit, root vegetables}",{margarine},0.0001,0.0909,2.5042,Normal
"{pork, yogurt}",{margarine},0.0001,0.0909,2.5042,Normal
"{salty snack, soda}",{margarine},0.0001,0.0909,2.5042,Normal
"{soda, specialty chocolate}",{margarine},0.0001,0.0909,2.5042,Normal
"{beef, rolls/buns}",{pip fruit},0.0001,0.0909,2.487,Normal
"{coffee, root vegetables}",{pip fruit},0.0001,0.0909,2.487,Normal
"{rolls/buns, tropical fruit}",{fruit/vegetable juice},0.0003,0.0909,2.4701,Normal
"{bottled water, newspapers}",{bottled beer},0.0001,0.0909,2.2975,Normal
"{domestic eggs, shopping bags}",{bottled beer},0.0001,0.0909,2.2975,Normal
"{frozen meals, whole milk}",{bottled beer},0.0001,0.0909,2.2975,Normal
"{coffee, root vegetables}",{domestic eggs},0.0001,0.0909,2.2903,Normal
"{salty snack, soda}",{domestic eggs},0.0001,0.0909,2.2903,Normal
"{citrus fruit, yogurt}",{brown bread},0.0001,0.0909,2.2616,Normal
"{frozen meals, other vegetables}",{brown bread},0.0001,0.0909,2.2616,Normal
"{frozen meals, whole milk}",{brown bread},0.0001,0.0909,2.2616,Normal
"{salty snack, yogurt}",{brown bread},0.0001,0.0909,2.2616,Normal
"{beef, whole milk}",{newspapers},0.0001,0.0909,2.1476,Normal
"{pip fruit, root vegetables}",{newspapers},0.0001,0.0909,2.1476,Normal
"{beef, whole milk}",{whipped/sour cream},0.0001,0.0909,2.0329,Normal
"{bottled water, newspapers}",{whipped/sour cream},0.0001,0.0909,2.0329,Normal
"{curd, rolls/buns}",{whipped/sour cream},0.0001,0.0909,2.0329,Normal
"{other vegetables, salty snack}",{whipped/sour cream},0.0001,0.0909,2.0329,Normal
"{berries, whole milk}",{tropical fruit},0.0001,0.0909,1.972,Normal
"{curd, pastry}",{tropical fruit},0.0001,0.0909,1.972,Normal
"{dessert, rolls/buns}",{tropical fruit},0.0001,0.0909,1.972,Normal
"{soda, specialty chocolate}",{tropical fruit},0.0001,0.0909,1.972,Normal
{candles},{pastry},0.0004,0.0909,1.787,Normal
"{beef, whole milk}",{pastry},0.0001,0.0909,1.787,Normal
"{bottled beer, frozen vegetables}",{pastry},0.0001,0.0909,1.787,Normal
"{butter, newspapers}",{shopping bags},0.0001,0.0909,1.687,Normal
"{chocolate, yogurt}",{shopping bags},0.0001,0.0909,1.687,Normal
"{coffee, root vegetables}",{shopping bags},0.0001,0.0909,1.687,Normal
"{other vegetables, salty snack}",{shopping bags},0.0001,0.0909,1.687,Normal
"{butter, newspapers}",{root vegetables},0.0001,0.0909,1.5301,Normal
"{chocolate, yogurt}",{root vegetables},0.0001,0.0909,1.5301,Normal
"{domestic eggs, shopping bags}",{root vegetables},0.0001,0.0909,1.5301,Normal
"{frozen meals, other vegetables}",{root vegetables},0.0001,0.0909,1.5301,Normal
"{oil, soda}",{root vegetables},0.0001,0.0909,1.5301,Normal
"{soda, specialty chocolate}",{root vegetables},0.0001,0.0909,1.5301,Normal
"{curd, pastry}",{bottled water},0.0001,0.0909,1.4953,Normal
{candles},{yogurt},0.0004,0.0909,1.1673,Normal
"{butter, newspapers}",{yogurt},0.0001,0.0909,1.1673,Normal
"{curd, pastry}",{yogurt},0.0001,0.0909,1.1673,Normal
"{curd, rolls/buns}",{yogurt},0.0001,0.0909,1.1673,Normal
"{fruit/vegetable juice, whole milk}",{yogurt},0.0003,0.0909,1.1673,Normal
"{oil, soda}",{yogurt},0.0001,0.0909,1.1673,Normal
"{other vegetables, whipped/sour cream}",{yogurt},0.0003,0.0909,1.1673,Normal
"{sliced cheese, whole milk}",{yogurt},0.0001,0.0909,1.1673,Normal
{candles},{soda},0.0004,0.0909,0.965,Normal
{grapes},{soda},0.0009,0.0909,0.965,Normal
"{beef, whole milk}",{soda},0.0001,0.0909,0.965,Normal
"{berries, whole milk}",{soda},0.0001,0.0909,0.965,Normal
"{citrus fruit, yogurt}",{soda},0.0001,0.0909,0.965,Normal
"{curd, rolls/buns}",{soda},0.0001,0.0909,0.965,Normal
"{fruit/vegetable juice, whole milk}",{soda},0.0003,0.0909,0.965,Normal
"{newspapers, whole milk}",{soda},0.0004,0.0909,0.965,Normal
"{other vegetables, rolls/buns}",{soda},0.0006,0.0909,0.965,Normal
{bathroom cleaner},{rolls/buns},0.0001,0.0909,0.8891,Normal
"{bottled beer, frozen vegetables}",{rolls/buns},0.0001,0.0909,0.8891,Normal
"{butter, newspapers}",{rolls/buns},0.0001,0.0909,0.8891,Normal
"{frozen meals, other vegetables}",{rolls/buns},0.0001,0.0909,0.8891,Normal
"{frozen meals, whole milk}",{rolls/buns},0.0001,0.0909,0.8891,Normal
"{fruit/vegetable juice, whole milk}",{rolls/buns},0.0003,0.0909,0.8891,Normal
"{bottled water, newspapers}",{other vegetables},0.0001,0.0909,0.8688,Normal
"{chocolate, yogurt}",{other vegetables},0.0001,0.0909,0.8688,Normal
"{curd, rolls/buns}",{other vegetables},0.0001,0.0909,0.8688,Normal
"{domestic eggs, shopping bags}",{other vegetables},0.0001,0.0909,0.8688,Normal
"{frozen meals, whole milk}",{other vegetables},0.0001,0.0909,0.8688,Normal
"{fruit/vegetable juice, tropical fruit}",{other vegetables},0.0001,0.0909,0.8688,Normal
"{sliced cheese, whole milk}",{other vegetables},0.0001,0.0909,0.8688,Normal
{bathroom cleaner},{whole milk},0.0001,0.0909,0.7216,Normal
{pickled vegetables},{whole milk},0.001,0.0909,0.7216,Normal
"{bottled beer, frozen vegetables}",{whole milk},0.0001,0.0909,0.7216,Normal
"{bottled water, newspapers}",{whole milk},0.0001,0.0909,0.7216,Normal
"{curd, pastry}",{whole milk},0.0001,0.0909,0.7216,Normal
"{domestic eggs, shopping bags}",{whole milk},0.0001,0.0909,0.7216,Normal
"{frozen meals, other vegetables}",{whole milk},0.0001,0.0909,0.7216,Normal
"{pip fruit, root vegetables}",{whole milk},0.0001,0.0909,0.7216,Normal
{sugar},{whole milk},0.0018,0.0903,0.7169,Normal
{candy},{rolls/buns},0.0015,0.0902,0.8824,Normal
{beverages},{soda},0.0013,0.0901,0.9563,Normal
{detergent},{fruit/vegetable juice},0.0008,0.0896,2.4332,Normal
{chocolate},{soda},0.0021,0.0895,0.9497,Normal
{specialty chocolate},{soda},0.0014,0.0894,0.9493,Normal
{specialty bar},{rolls/buns},0.0013,0.0893,0.8732,Normal
{pip fruit},{whole milk},0.0033,0.0893,0.7092,Normal
{soda},{whole milk},0.0084,0.0893,0.7091,Normal
{flower (seeds)},{soda},0.0005,0.0889,0.9435,Normal
{bottled beer},{other vegetables},0.0035,0.0889,0.8495,Normal
{flower (seeds)},{whole milk},0.0005,0.0889,0.7055,Normal
{instant coffee},{shopping bags},0.0004,0.0882,1.6374,Normal
{sweet spreads},{root vegetables},0.0004,0.0882,1.4851,Normal
{sweet spreads},{soda},0.0004,0.0882,0.9366,Normal
{butter},{whole milk},0.003,0.0882,0.7003,Normal
{sweet spreads},{whole milk},0.0004,0.0882,0.7003,Normal
{cream cheese },{whole milk},0.0021,0.0881,0.6991,Normal
{processed cheese},{whole milk},0.001,0.0879,0.6978,Normal
{spices},{soft cheese},0.0003,0.087,7.957,Normal
{spices},{chocolate},0.0003,0.087,3.6435,Normal
{cling film/bags},{pip fruit},0.0005,0.087,2.3789,Normal
{spices},{fruit/vegetable juice},0.0003,0.087,2.3627,Normal
{spices},{tropical fruit},0.0003,0.087,1.8863,Normal
{spices},{shopping bags},0.0003,0.087,1.6137,Normal
{sliced cheese},{soda},0.0013,0.087,0.923,Normal
"{brown bread, rolls/buns}",{soda},0.0003,0.087,0.923,Normal
{sliced cheese},{other vegetables},0.0013,0.087,0.831,Normal
"{brown bread, rolls/buns}",{other vegetables},0.0003,0.087,0.831,Normal
{berries},{whole milk},0.0014,0.0866,0.6875,Normal
"{root vegetables, soda}",{hygiene articles},0.0004,0.0857,5.6864,Normal
{dog food},{newspapers},0.0004,0.0857,2.0248,Normal
{Instant food products},{whipped/sour cream},0.0004,0.0857,1.9168,Normal
"{root vegetables, soda}",{pastry},0.0004,0.0857,1.6849,Normal
{Instant food products},{root vegetables},0.0004,0.0857,1.4426,Normal
{Instant food products},{rolls/buns},0.0004,0.0857,0.8383,Normal
{canned fish},{rolls/buns},0.0008,0.0857,0.8383,Normal
{Instant food products},{whole milk},0.0004,0.0857,0.6803,Normal
{canned fish},{whole milk},0.0008,0.0857,0.6803,Normal
{meat},{yogurt},0.0009,0.0854,1.0961,Normal
{frozen dessert},{newspapers},0.0005,0.0851,2.0105,Normal
{frozen dessert},{soda},0.0005,0.0851,0.9034,Normal
{oil},{whole milk},0.0013,0.0847,0.6726,Normal
{herbs},{rolls/buns},0.0008,0.0845,0.8265,Normal
{pork},{other vegetables},0.0015,0.0845,0.8076,Normal
{napkins},{pastry},0.0021,0.0842,1.6543,Normal
{chocolate},{rolls/buns},0.002,0.0842,0.8236,Normal
{frozen vegetables},{rolls/buns},0.0023,0.0841,0.8226,Normal
{frozen vegetables},{other vegetables},0.0023,0.0841,0.8039,Normal
{sugar},{bottled water},0.0016,0.0839,1.3795,Normal
"{candy, rolls/buns}",{fish},0.0001,0.0833,94.7738,Normal
"{cream cheese , other vegetables}",{pudding powder},0.0001,0.0833,73.713,Normal
"{canned beer, soda}",{artif. sweetener},0.0001,0.0833,51.0321,Normal
"{napkins, rolls/buns}",{nut snack},0.0001,0.0833,51.0321,Normal
"{candy, rolls/buns}",{brandy},0.0001,0.0833,39.0245,Normal
{tidbits},{dental care},0.0001,0.0833,33.1708,Normal
"{bottled water, margarine}",{meat spreads},0.0001,0.0833,31.5913,Normal
"{frozen vegetables, root vegetables}",{cereals},0.0001,0.0833,23.6935,Normal
{liver loaf},{vinegar},0.0001,0.0833,22.8764,Normal
{nuts/prunes},{vinegar},0.0001,0.0833,22.8764,Normal
"{napkins, rolls/buns}",{liquor (appetizer)},0.0001,0.0833,22.8764,Normal
"{coffee, other vegetables}",{specialty cheese},0.0001,0.0833,17.9302,Normal
"{bottled beer, fruit/vegetable juice}",{dish cleaner},0.0001,0.0833,14.7426,Normal
"{candy, rolls/buns}",{cling film/bags},0.0001,0.0833,14.4221,Normal
{zwieback},{frozen dessert},0.0003,0.0833,14.1152,Normal
"{bottled beer, yogurt}",{mustard},0.0001,0.0833,13.8212,Normal
"{bottled beer, yogurt}",{packaged fruit/vegetables},0.0001,0.0833,13.8212,Normal
"{canned beer, soda}",{canned vegetables},0.0001,0.0833,13.5391,Normal
{liver loaf},{spread cheese},0.0001,0.0833,13.2683,Normal
"{bottled beer, yogurt}",{cake bar},0.0001,0.0833,12.2855,Normal
"{domestic eggs, yogurt}",{pasta},0.0001,0.0833,10.0518,Normal
"{shopping bags, tropical fruit}",{pasta},0.0001,0.0833,10.0518,Normal
"{shopping bags, whipped/sour cream}",{pasta},0.0001,0.0833,10.0518,Normal
{rum},{dishes},0.0001,0.0833,9.9017,Normal
"{shopping bags, tropical fruit}",{pot plants},0.0001,0.0833,9.7561,Normal
"{bottled beer, fruit/vegetable juice}",{canned fish},0.0001,0.0833,9.4774,Normal
{rum},{herbs},0.0001,0.0833,9.3439,Normal
"{bottled water, margarine}",{ham},0.0001,0.0833,9.0879,Normal
"{canned beer, soda}",{frankfurter},0.0001,0.0833,8.6158,Normal
"{chocolate, other vegetables}",{white wine},0.0001,0.0833,8.1903,Normal
{nuts/prunes},{meat},0.0001,0.0833,8.0904,Normal
"{processed cheese, rolls/buns}",{flour},0.0001,0.0833,8.0904,Normal
"{long life bakery product, yogurt}",{meat},0.0001,0.0833,8.0904,Normal
"{canned beer, soda}",{soft cheese},0.0001,0.0833,7.6255,Normal
"{bottled water, margarine}",{pickled vegetables},0.0001,0.0833,7.5388,Normal
"{butter, root vegetables}",{red/blush wine},0.0001,0.0833,7.3713,Normal
"{brown bread, domestic eggs}",{chewing gum},0.0001,0.0833,6.9833,Normal
"{frozen vegetables, root vegetables}",{chewing gum},0.0001,0.0833,6.9833,Normal
"{margarine, root vegetables}",{chewing gum},0.0001,0.0833,6.9833,Normal
"{other vegetables, specialty chocolate}",{chewing gum},0.0001,0.0833,6.9833,Normal
"{napkins, rolls/buns}",{ice cream},0.0001,0.0833,6.7696,Normal
"{chocolate, other vegetables}",{hard cheese},0.0001,0.0833,6.0864,Normal
"{long life bakery product, yogurt}",{hard cheese},0.0001,0.0833,6.0864,Normal
"{napkins, rolls/buns}",{hard cheese},0.0001,0.0833,6.0864,Normal
{liver loaf},{cat food},0.0001,0.0833,6.0311,Normal
{liver loaf},{chicken},0.0001,0.0833,6.0311,Normal
"{processed cheese, rolls/buns}",{cat food},0.0001,0.0833,6.0311,Normal
{tidbits},{specialty bar},0.0001,0.0833,5.9234,Normal
"{butter, root vegetables}",{specialty bar},0.0001,0.0833,5.9234,Normal
"{processed cheese, rolls/buns}",{specialty bar},0.0001,0.0833,5.9234,Normal
"{long life bakery product, yogurt}",{sliced cheese},0.0001,0.0833,5.7688,Normal
"{coffee, yogurt}",{oil},0.0001,0.0833,5.6222,Normal
"{processed cheese, rolls/buns}",{oil},0.0001,0.0833,5.6222,Normal
"{canned beer, soda}",{hygiene articles},0.0001,0.0833,5.5285,Normal
"{other vegetables, specialty chocolate}",{misc. beverages},0.0001,0.0833,5.5285,Normal
"{brown bread, domestic eggs}",{specialty chocolate},0.0001,0.0833,5.3936,Normal
"{chocolate, other vegetables}",{specialty chocolate},0.0001,0.0833,5.3936,Normal
"{cream cheese , other vegetables}",{specialty chocolate},0.0001,0.0833,5.3936,Normal
"{napkins, rolls/buns}",{specialty chocolate},0.0001,0.0833,5.3936,Normal
"{bottled beer, yogurt}",{butter milk},0.0001,0.0833,5.2652,Normal
"{other vegetables, specialty chocolate}",{butter milk},0.0001,0.0833,5.2652,Normal
"{candy, rolls/buns}",{berries},0.0001,0.0833,5.2238,Normal
"{bottled beer, yogurt}",{onions},0.0001,0.0833,5.2238,Normal
"{candy, rolls/buns}",{onions},0.0001,0.0833,5.2238,Normal
{tidbits},{hamburger meat},0.0001,0.0833,5.1829,Normal
"{bottled beer, yogurt}",{hamburger meat},0.0001,0.0833,5.1829,Normal
"{brown bread, domestic eggs}",{candy},0.0001,0.0833,4.9881,Normal
"{coffee, yogurt}",{candy},0.0001,0.0833,4.9881,Normal
{nuts/prunes},{pork},0.0001,0.0833,4.6719,Normal
"{cream cheese , other vegetables}",{pork},0.0001,0.0833,4.6719,Normal
"{shopping bags, tropical fruit}",{sugar},0.0001,0.0833,4.2801,Normal
"{coffee, yogurt}",{UHT-milk},0.0001,0.0833,4.1988,Normal
"{cream cheese , other vegetables}",{UHT-milk},0.0001,0.0833,4.1988,Normal
{zwieback},{salty snack},0.0003,0.0833,4.1724,Normal
{liver loaf},{waffles},0.0001,0.0833,4.0952,Normal
"{canned beer, soda}",{waffles},0.0001,0.0833,4.0952,Normal
"{chocolate, other vegetables}",{waffles},0.0001,0.0833,4.0952,Normal
{nuts/prunes},{long life bakery product},0.0001,0.0833,4.0207,Normal
"{coffee, yogurt}",{long life bakery product},0.0001,0.0833,4.0207,Normal
{nuts/prunes},{sausage},0.0001,0.0833,3.6252,Normal
{rum},{sausage},0.0001,0.0833,3.6252,Normal
{tidbits},{sausage},0.0001,0.0833,3.6252,Normal
"{citrus fruit, other vegetables}",{dessert},0.0001,0.0833,3.5288,Normal
"{bottled water, margarine}",{chocolate},0.0001,0.0833,3.4917,Normal
"{other vegetables, specialty chocolate}",{chocolate},0.0001,0.0833,3.4917,Normal
{female sanitary products},{cream cheese },0.0003,0.0833,3.4374,Normal
{tidbits},{cream cheese },0.0001,0.0833,3.4374,Normal
{zwieback},{cream cheese },0.0003,0.0833,3.4374,Normal
"{bottled beer, yogurt}",{cream cheese },0.0001,0.0833,3.4374,Normal
"{other vegetables, pork}",{cream cheese },0.0001,0.0833,3.4374,Normal
"{other vegetables, specialty chocolate}",{cream cheese },0.0001,0.0833,3.4374,Normal
"{shopping bags, tropical fruit}",{cream cheese },0.0001,0.0833,3.4374,Normal
"{long life bakery product, yogurt}",{napkins},0.0001,0.0833,3.2842,Normal
"{other vegetables, specialty chocolate}",{napkins},0.0001,0.0833,3.2842,Normal
"{bottled beer, fruit/vegetable juice}",{white bread},0.0001,0.0833,3.1293,Normal
"{candy, rolls/buns}",{white bread},0.0001,0.0833,3.1293,Normal
"{domestic eggs, yogurt}",{white bread},0.0001,0.0833,3.1293,Normal
"{other vegetables, pork}",{white bread},0.0001,0.0833,3.1293,Normal
"{cream cheese , other vegetables}",{frozen vegetables},0.0001,0.0833,3.1001,Normal
"{domestic eggs, yogurt}",{frozen vegetables},0.0001,0.0833,3.1001,Normal
"{other vegetables, specialty chocolate}",{frozen vegetables},0.0001,0.0833,3.1001,Normal
"{margarine, root vegetables}",{curd},0.0001,0.0833,2.8719,Normal
"{shopping bags, whipped/sour cream}",{curd},0.0001,0.0833,2.8719,Normal
{sauces},{coffee},0.0003,0.0833,2.8111,Normal
{tidbits},{coffee},0.0001,0.0833,2.8111,Normal
"{candy, rolls/buns}",{coffee},0.0001,0.0833,2.8111,Normal
"{long life bakery product, yogurt}",{coffee},0.0001,0.0833,2.8111,Normal
"{shopping bags, whipped/sour cream}",{coffee},0.0001,0.0833,2.8111,Normal
{liver loaf},{canned beer},0.0001,0.0833,2.5129,Normal
{rum},{canned beer},0.0001,0.0833,2.5129,Normal
"{bottled beer, fruit/vegetable juice}",{canned beer},0.0001,0.0833,2.5129,Normal
{rum},{citrus fruit},0.0001,0.0833,2.4662,Normal
{sauces},{citrus fruit},0.0003,0.0833,2.4662,Normal
"{brown bread, domestic eggs}",{citrus fruit},0.0001,0.0833,2.4662,Normal
{zwieback},{butter},0.0003,0.0833,2.439,Normal
{liver loaf},{margarine},0.0001,0.0833,2.2956,Normal
{tidbits},{margarine},0.0001,0.0833,2.2956,Normal
"{bottled beer, fruit/vegetable juice}",{margarine},0.0001,0.0833,2.2956,Normal
"{coffee, yogurt}",{margarine},0.0001,0.0833,2.2956,Normal
"{long life bakery product, yogurt}",{margarine},0.0001,0.0833,2.2956,Normal
{tidbits},{pip fruit},0.0001,0.0833,2.2798,Normal
"{frozen vegetables, root vegetables}",{pip fruit},0.0001,0.0833,2.2798,Normal
"{margarine, root vegetables}",{pip fruit},0.0001,0.0833,2.2798,Normal
"{coffee, other vegetables}",{fruit/vegetable juice},0.0001,0.0833,2.2642,Normal
{liver loaf},{bottled beer},0.0001,0.0833,2.1061,Normal
"{brown bread, domestic eggs}",{bottled beer},0.0001,0.0833,2.1061,Normal
"{citrus fruit, other vegetables}",{bottled beer},0.0001,0.0833,2.1061,Normal
"{margarine, root vegetables}",{bottled beer},0.0001,0.0833,2.1061,Normal
"{napkins, rolls/buns}",{bottled beer},0.0001,0.0833,2.1061,Normal
"{bottled water, margarine}",{domestic eggs},0.0001,0.0833,2.0994,Normal
"{butter, root vegetables}",{domestic eggs},0.0001,0.0833,2.0994,Normal
"{frozen vegetables, root vegetables}",{domestic eggs},0.0001,0.0833,2.0994,Normal
"{margarine, root vegetables}",{domestic eggs},0.0001,0.0833,2.0994,Normal
"{napkins, rolls/buns}",{domestic eggs},0.0001,0.0833,2.0994,Normal
"{bottled beer, yogurt}",{brown bread},0.0001,0.0833,2.0732,Normal
"{coffee, other vegetables}",{brown bread},0.0001,0.0833,2.0732,Normal
"{processed cheese, rolls/buns}",{brown bread},0.0001,0.0833,2.0732,Normal
{female sanitary products},{newspapers},0.0003,0.0833,1.9686,Normal
"{butter, root vegetables}",{newspapers},0.0001,0.0833,1.9686,Normal
"{butter, whole milk}",{newspapers},0.0003,0.0833,1.9686,Normal
"{domestic eggs, yogurt}",{newspapers},0.0001,0.0833,1.9686,Normal
"{long life bakery product, yogurt}",{newspapers},0.0001,0.0833,1.9686,Normal
"{margarine, root vegetables}",{newspapers},0.0001,0.0833,1.9686,Normal
"{napkins, rolls/buns}",{newspapers},0.0001,0.0833,1.9686,Normal
"{bottled beer, fruit/vegetable juice}",{whipped/sour cream},0.0001,0.0833,1.8635,Normal
"{butter, root vegetables}",{whipped/sour cream},0.0001,0.0833,1.8635,Normal
"{long life bakery product, yogurt}",{whipped/sour cream},0.0001,0.0833,1.8635,Normal
"{processed cheese, rolls/buns}",{whipped/sour cream},0.0001,0.0833,1.8635,Normal
{rum},{tropical fruit},0.0001,0.0833,1.8077,Normal
"{bottled beer, yogurt}",{tropical fruit},0.0001,0.0833,1.8077,Normal
"{candy, rolls/buns}",{tropical fruit},0.0001,0.0833,1.8077,Normal
"{bottled beer, yogurt}",{pastry},0.0001,0.0833,1.6381,Normal
"{citrus fruit, other vegetables}",{pastry},0.0001,0.0833,1.6381,Normal
"{long life bakery product, yogurt}",{pastry},0.0001,0.0833,1.6381,Normal
{liver loaf},{shopping bags},0.0001,0.0833,1.5464,Normal
{sauces},{shopping bags},0.0003,0.0833,1.5464,Normal
"{coffee, yogurt}",{shopping bags},0.0001,0.0833,1.5464,Normal
"{frozen vegetables, root vegetables}",{shopping bags},0.0001,0.0833,1.5464,Normal
"{margarine, root vegetables}",{shopping bags},0.0001,0.0833,1.5464,Normal
"{other vegetables, pork}",{shopping bags},0.0001,0.0833,1.5464,Normal
{rum},{root vegetables},0.0001,0.0833,1.4026,Normal
"{bottled water, margarine}",{root vegetables},0.0001,0.0833,1.4026,Normal
"{brown bread, domestic eggs}",{root vegetables},0.0001,0.0833,1.4026,Normal
"{napkins, rolls/buns}",{root vegetables},0.0001,0.0833,1.4026,Normal
"{other vegetables, specialty chocolate}",{root vegetables},0.0001,0.0833,1.4026,Normal
"{shopping bags, whipped/sour cream}",{root vegetables},0.0001,0.0833,1.4026,Normal
{liver loaf},{bottled water},0.0001,0.0833,1.3707,Normal
{tidbits},{bottled water},0.0001,0.0833,1.3707,Normal
"{brown bread, domestic eggs}",{bottled water},0.0001,0.0833,1.3707,Normal
"{butter, root vegetables}",{bottled water},0.0001,0.0833,1.3707,Normal
"{candy, rolls/buns}",{bottled water},0.0001,0.0833,1.3707,Normal
"{domestic eggs, yogurt}",{bottled water},0.0001,0.0833,1.3707,Normal
"{long life bakery product, yogurt}",{bottled water},0.0001,0.0833,1.3707,Normal
"{margarine, root vegetables}",{bottled water},0.0001,0.0833,1.3707,Normal
"{shopping bags, whipped/sour cream}",{bottled water},0.0001,0.0833,1.3707,Normal
{rum},{yogurt},0.0001,0.0833,1.07,Normal
{sauces},{yogurt},0.0003,0.0833,1.07,Normal
"{butter, root vegetables}",{yogurt},0.0001,0.0833,1.07,Normal
"{candy, rolls/buns}",{yogurt},0.0001,0.0833,1.07,Normal
"{canned beer, soda}",{yogurt},0.0001,0.0833,1.07,Normal
"{chocolate, other vegetables}",{yogurt},0.0001,0.0833,1.07,Normal
"{processed cheese, rolls/buns}",{yogurt},0.0001,0.0833,1.07,Normal
{female sanitary products},{soda},0.0003,0.0833,0.8846,Normal
{nuts/prunes},{soda},0.0001,0.0833,0.8846,Normal
{photo/film},{soda},0.0004,0.0833,0.8846,Normal
{tidbits},{soda},0.0001,0.0833,0.8846,Normal
"{bottled beer, fruit/vegetable juice}",{soda},0.0001,0.0833,0.8846,Normal
"{bottled water, margarine}",{soda},0.0001,0.0833,0.8846,Normal
"{cream cheese , other vegetables}",{soda},0.0001,0.0833,0.8846,Normal
{female sanitary products},{rolls/buns},0.0003,0.0833,0.815,Normal
{liver loaf},{rolls/buns},0.0001,0.0833,0.815,Normal
{nuts/prunes},{rolls/buns},0.0001,0.0833,0.815,Normal
{sauces},{rolls/buns},0.0003,0.0833,0.815,Normal
"{bottled beer, yogurt}",{rolls/buns},0.0001,0.0833,0.815,Normal
"{canned beer, soda}",{rolls/buns},0.0001,0.0833,0.815,Normal
"{coffee, yogurt}",{rolls/buns},0.0001,0.0833,0.815,Normal
"{cream cheese , other vegetables}",{rolls/buns},0.0001,0.0833,0.815,Normal
"{frozen vegetables, root vegetables}",{rolls/buns},0.0001,0.0833,0.815,Normal
"{other vegetables, soda}",{rolls/buns},0.0006,0.0833,0.815,Normal
{female sanitary products},{other vegetables},0.0003,0.0833,0.7964,Normal
